locationid,TypesofArt,Amount,site,room,publicaccess,description,unitposition,objectid,title_x,displaydate_x,creditline_x,classification_x,iiifthumburl,constituentid,displayorder,role,visualbrowsernationality,forwarddisplayname,visualbrowsernationality.1,title_y,beginyear,medium,creditline_y,classification_y
8547,painting,1,West Building,M-062,1,West Main Floor Gallery 62,E,50684,Benjamin and Eleanor Ridgely Laming,1788,Gift of Morris Schapiro,Painting,"https://api.nga.gov/iiif/f936e872-785c-443d-83b7-dbbd9c995e93/full/!200,200/0/default.jpg",1774,1,painter,American,Charles Willson Peale,American,Benjamin and Eleanor Ridgely Laming,1788,oil on canvas,Gift of Morris Schapiro,Painting
8547,painting,1,West Building,M-062,1,West Main Floor Gallery 62,E,75023,John Jay,1794,Gift of the Jay Family,Painting,"https://api.nga.gov/iiif/accd5dc0-1c13-4f97-af43-ea9f6bdfbb16/full/!200,200/0/default.jpg",1911,1,artist,American,Gilbert Stuart,American,John Jay,1794,oil on canvas,Gift of the Jay Family,Painting
8548,painting,1,West Building,M-062,1,West Main Floor Gallery 62,N,41579,Alexander Hamilton,c. 1792,Gift of the Avalon Foundation,Painting,"https://api.nga.gov/iiif/f2f29786-a004-473b-a3fb-c7ca7d36e409/full/!200,200/0/default.jpg",1936,1,painter,American,John Trumbull,American,Alexander Hamilton,1792,oil on canvas,Gift of the Avalon Foundation,Painting
8548,painting,1,West Building,M-062,1,West Main Floor Gallery 62,N,57541,Elizabeth Gray Otis (Mrs. Samuel Alleyne Otis),c. 1764,Gift of the Honorable and Mrs. Robert H. Thayer,Painting,"https://api.nga.gov/iiif/def46860-ab11-44b9-b4f9-21c1428f4ad8/full/!200,200/0/default.jpg",1162,1,painter,American,John Singleton Copley,American,Elizabeth Gray Otis (Mrs. Samuel Alleyne Otis),1764,oil on canvas,Gift of the Honorable and Mrs. Robert H. Thayer,Painting
8548,painting,1,West Building,M-062,1,West Main Floor Gallery 62,N,166463,The House of Representatives,"1822, probably reworked 1823","Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/48b6e029-9d34-4ed3-957e-36e4252d34d2/full/!200,200/0/default.jpg",1737,1,painter,American,Samuel F. B. Morse,American,The House of Representatives,1822,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8549,painting,1,West Building,M-062,1,West Main Floor Gallery 62,S,561,The Washington Family,1789-1796,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/445bbfb6-e6aa-4c37-8282-6541c73f8b21/full/!200,200/0/default.jpg",1861,1,painter,American,Edward Savage,American,The Washington Family,1789,oil on canvas,Andrew W. Mellon Collection,Painting
8549,painting,1,West Building,M-062,1,West Main Floor Gallery 62,S,569,Colonel Guy Johnson and Karonghyontye (Captain David Hill),1776,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/3a7649d4-35d3-48fe-bfe3-cd3b03e216b1/full/!200,200/0/default.jpg",1970,1,painter,American,Benjamin West,American,Colonel Guy Johnson and Karonghyontye (Captain David Hill),1776,oil on canvas,Andrew W. Mellon Collection,Painting
8549,painting,1,West Building,M-062,1,West Main Floor Gallery 62,S,62968,John Beale Bordley,1770,"Gift of The Barra Foundation, Inc.",Painting,"https://api.nga.gov/iiif/83508399-1a72-49c1-bb81-e4f719b01b3c/full/!200,200/0/default.jpg",1774,1,painter,American,Charles Willson Peale,American,John Beale Bordley,1770,oil on canvas,"Gift of The Barra Foundation, Inc.",Painting
8549,painting,1,West Building,M-062,1,West Main Floor Gallery 62,S,166431,Portrait of a Gentleman,c. 1760,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/f4e2ffc4-20fe-4a36-8052-12602c4bc15d/full/!200,200/0/default.jpg",968,1,painter,British,Joseph Blackburn,British,Portrait of a Gentleman,1755,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8549,painting,1,West Building,M-062,1,West Main Floor Gallery 62,S,166440,Thomas Amory II,c. 1770-1772,Corcoran Collection (Museum Purchase through the gifts of William Wilson Corcoran),Painting,"https://api.nga.gov/iiif/4addaf18-bdaa-4968-a335-c2a1b508f6da/full/!200,200/0/default.jpg",1162,1,painter,American,John Singleton Copley,American,Thomas Amory II,1770,oil on canvas,Corcoran Collection (Museum Purchase through the gifts of William Wilson Corcoran),Painting
8550,painting,1,West Building,M-062,1,West Main Floor Gallery 62,W,32577,Lady with a Harp: Eliza Ridgely,1818,Gift of Maude Monell Vetlesen,Painting,"https://api.nga.gov/iiif/b8f8a1ff-6d0e-4a1b-8470-d1d884b285f1/full/!200,200/0/default.jpg",1914,1,artist,American,Thomas Sully,American,Lady with a Harp: Eliza Ridgely,1818,oil on canvas,Gift of Maude Monell Vetlesen,Painting
8550,painting,1,West Building,M-062,1,West Main Floor Gallery 62,W,33748,Captain Charles Stewart,1811-1812,Gift of Maude Monell Vetlesen,Painting,"https://api.nga.gov/iiif/9f7dbf88-1350-4e14-8bf5-38cffaecdc0c/full/!200,200/0/default.jpg",1914,1,artist,American,Thomas Sully,American,Captain Charles Stewart,1811,oil on canvas,Gift of Maude Monell Vetlesen,Painting
8550,painting,1,West Building,M-062,1,West Main Floor Gallery 62,W,50219,Patrick Tracy,1784/1786,Gift of Patrick T. Jackson,Painting,"https://api.nga.gov/iiif/f682a917-3cf9-4c5b-b20f-0fbc753f6146/full/!200,200/0/default.jpg",1936,1,painter,American,John Trumbull,American,Patrick Tracy,1784,oil on canvas,Gift of Patrick T. Jackson,Painting
8552,painting,1,West Building,M-063,1,West Main Floor Gallery 63,E,42420,"Berks County Almshouse, 1878",1878,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/69488295-78f1-4671-b868-7a8f377d3b90/full/!200,200/0/default.jpg",1399,1,artist,American,Charles C. Hofmann,American,"Berks County Almshouse, 1878",1878,oil on zinc,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8552,painting,1,West Building,M-063,1,West Main Floor Gallery 63,E,50261,The Cornell Farm,1848,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/230d8d65-5bec-485e-8db6-95ce06ad2812/full/!200,200/0/default.jpg",1396,1,artist,American,Edward Hicks,American,The Cornell Farm,1848,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8552,painting,1,West Building,M-063,1,West Main Floor Gallery 63,E,43432,The Barnyard,late 19th century,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/b4765b03-ab0e-4b6c-ac4e-c300220cb690/full/!200,200/0/default.jpg",1987,1,artist,American,Amzi Emmons Zeliff,American,The Barnyard,1850,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8552,painting,1,West Building,M-063,1,West Main Floor Gallery 63,E,59908,Peaceable Kingdom,c. 1834,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/d74e4c52-044a-48e7-a549-1f2d95d311b4/full/!200,200/0/default.jpg",1396,1,artist,American,Edward Hicks,American,Peaceable Kingdom,1834,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8553,painting,1,West Building,M-063,1,West Main Floor Gallery 63,N,42425,Portrait of a Man (Possibly Peter Vogelsang Sr.),probably 1829,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/a1a43e9b-039b-4a6a-a9cd-01d86be40c59/full/!200,200/0/default.jpg",1942,1,painter,American,American 19th Century,American,Portrait of a Man (Possibly Peter Vogelsang Sr.),1829,oil on wood,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8553,painting,1,West Building,M-063,1,West Main Floor Gallery 63,N,43454,The Hobby Horse,c. 1840,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/7ae13804-c548-4448-82eb-b11fd4dfe7e1/full/!200,200/0/default.jpg",34556,1,painter,American,Robert Peckham,American,The Hobby Horse,1840,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8553,painting,1,West Building,M-063,1,West Main Floor Gallery 63,N,45955,The Westwood Children,c. 1807,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/3985dde4-8475-4df9-8ef8-5829de574a26/full/!200,200/0/default.jpg",1425,1,painter,American,Joshua Johnson,American,The Westwood Children,1807,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8554,painting,1,West Building,M-063,1,West Main Floor Gallery 63,S,50258,Captain Samuel Chandler,c. 1780,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/ac79dbbb-33ba-4dbe-abc1-b8090ae95a67/full/!200,200/0/default.jpg",1122,1,artist,American,Winthrop Chandler,American,Captain Samuel Chandler,1780,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8554,painting,1,West Building,M-063,1,West Main Floor Gallery 63,S,50259,Mrs. Samuel Chandler,c. 1780,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/e3bef006-65d5-4a30-a070-bb51c76f8b3a/full/!200,200/0/default.jpg",1122,1,artist,American,Winthrop Chandler,American,Mrs. Samuel Chandler,1780,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8555,painting,1,West Building,M-063,1,West Main Floor Gallery 63,W,42462,The Strawberry Girl,c. 1830,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/8e1c2202-dd89-457d-b972-a5cd1e1f43e8/full/!200,200/0/default.jpg",1781,1,painter,American,Ammi Phillips,American,The Strawberry Girl,1830,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8555,painting,1,West Building,M-063,1,West Main Floor Gallery 63,W,45854,Little Girl in Lavender,c. 1840,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/1c6a400f-d460-44b3-821c-60110eb9a026/full/!200,200/0/default.jpg",1021,1,artist,American,John Bradley,American,Little Girl in Lavender,1840,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8555,painting,1,West Building,M-063,1,West Main Floor Gallery 63,W,59895,"Still Life: Fruit, Bird, and Dwarf Pear Tree",1856,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/c4a024c1-f19d-499e-bc17-76765bab8023/full/!200,200/0/default.jpg",977,1,artist,American,Charles V. Bond,American,"Still Life: Fruit, Bird, and Dwarf Pear Tree",1856,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8555,painting,1,West Building,M-063,1,West Main Floor Gallery 63,W,59941,Fruit and Baltimore Oriole,1858,Gift of Edgar William and Bernice Chrysler Garbisch,Painting,"https://api.nga.gov/iiif/2cc43b65-e037-4251-be8e-8f8cd33c27fc/full/!200,200/0/default.jpg",1962,1,artist,American,Wagguno,American,Fruit and Baltimore Oriole,1858,oil on canvas,Gift of Edgar William and Bernice Chrysler Garbisch,Painting
8557,painting,1,West Building,M-064,1,West Main Floor Gallery 64,E,150384,Narragansett Bay,1864,Gift of Alexander M. and Judith W. Laughlin,Painting,"https://api.nga.gov/iiif/a40be973-8479-4dd8-a4b8-f878924ebf78/full/!200,200/0/default.jpg",1377,1,artist,American,William Stanley Haseltine,American,Narragansett Bay,1864,oil on canvas,Gift of Alexander M. and Judith W. Laughlin,Painting
8557,painting,1,West Building,M-064,1,West Main Floor Gallery 64,E,153202,"The Juniata, Evening",1864,Gift of Max and Heidi Berry and Ann and Mark Kington/The Kington Foundation,Painting,"https://api.nga.gov/iiif/f7429296-9105-4a8f-ad67-3388e4974ad6/full/!200,200/0/default.jpg",1730,1,artist,American,Thomas Moran,American,"The Juniata, Evening",1864,oil on canvas,Gift of Max and Heidi Berry and Ann and Mark Kington/The Kington Foundation,Painting
8557,painting,1,West Building,M-064,1,West Main Floor Gallery 64,E,71503,Lake Lucerne,1858,"Gift of Richard M. Scaife and Margaret R. Battle, in Honor of the 50th Anniversary of the National Gallery of Art",Painting,"https://api.nga.gov/iiif/5f1692b3-d8ed-4a65-a4f5-281387550c8d/full/!200,200/0/default.jpg",6707,1,artist,American,Albert Bierstadt,American,Lake Lucerne,1858,oil on canvas,"Gift of Richard M. Scaife and Margaret R. Battle, in Honor of the 50th Anniversary of the National Gallery of Art",Painting
8558,painting,1,West Building,M-064,1,West Main Floor Gallery 64,N,46474,Autumn - On the Hudson River,1860,Gift of the Avalon Foundation,Painting,"https://api.nga.gov/iiif/0253c293-4cc1-4131-89a9-f2c997aebba0/full/!200,200/0/default.jpg",1191,1,artist,American,Jasper Francis Cropsey,American,Autumn - On the Hudson River,1860,oil on canvas,Gift of the Avalon Foundation,Painting
8558,painting,1,West Building,M-064,1,West Main Floor Gallery 64,N,71025,Sunrise in the Catskills,1826,"Gift of Mrs. John D. Rockefeller 3rd, in Honor of the 50th Anniversary of the National Gallery of Art",Painting,"https://api.nga.gov/iiif/7ce06963-2e5f-4d9e-9a38-3c1b59e80a81/full/!200,200/0/default.jpg",1155,1,artist,American,Thomas Cole,American,Sunrise in the Catskills,1826,oil on canvas,"Gift of Mrs. John D. Rockefeller 3rd, in Honor of the 50th Anniversary of the National Gallery of Art",Painting
8558,painting,1,West Building,M-064,1,West Main Floor Gallery 64,N,127263,October,1863,The William Stamps Farish Fund,Painting,"https://api.nga.gov/iiif/f7cb6da8-d871-48ca-8f86-f177ddc7a38b/full/!200,200/0/default.jpg",2710,1,painter,American,William Trost Richards,American,October,1863,oil on canvas,The William Stamps Farish Fund,Painting
8558,painting,1,West Building,M-064,1,West Main Floor Gallery 64,N,176783,Scene in the Catskills,1858,Corcoran Collection (Gift of William Wilson Corcoran),Painting,"https://api.nga.gov/iiif/ead00464-7f84-418b-804d-083d867f1025/full/!200,200/0/default.jpg",41819,1,artist,American,Paul Weber,American,Scene in the Catskills,1858,oil on canvas,Corcoran Collection (Gift of William Wilson Corcoran),Painting
8559,painting,1,West Building,M-064,1,West Main Floor Gallery 64,S,82649,Italian Coast Scene with Ruined Tower,1838,Gift of The Circle of the National Gallery of Art,Painting,"https://api.nga.gov/iiif/f93ecc14-9d5e-40db-937a-cd477eb0ca2c/full/!200,200/0/default.jpg",1155,1,painter,American,Thomas Cole,American,Italian Coast Scene with Ruined Tower,1838,oil on canvas,Gift of The Circle of the National Gallery of Art,Painting
8559,painting,1,West Building,M-064,1,West Main Floor Gallery 64,S,56598,The Spirit of War,1851,Avalon Fund,Painting,"https://api.nga.gov/iiif/fefb9c5d-8791-43ab-8c05-f9371e52de3f/full/!200,200/0/default.jpg",1191,1,artist,American,Jasper Francis Cropsey,American,The Spirit of War,1851,oil on canvas,Avalon Fund,Painting
8559,painting,1,West Building,M-064,1,West Main Floor Gallery 64,S,127672,The Stranded Ship,1844,Gift of Ann and Mark Kington/The Kington Foundation through Millennium Funds,Painting,"https://api.nga.gov/iiif/972b9157-26fc-4f11-9b9b-ab9c2c253e67/full/!200,200/0/default.jpg",1254,1,painter,American,Asher Brown Durand,American,The Stranded Ship,1844,oil on canvas,Gift of Ann and Mark Kington/The Kington Foundation through Millennium Funds,Painting
8559,painting,1,West Building,M-064,1,West Main Floor Gallery 64,S,30776,The Lackawanna Valley,c. 1856,Gift of Mrs. Huttleston Rogers,Painting,"https://api.nga.gov/iiif/41934d82-bfb0-447b-b36e-d06dca991243/full/!200,200/0/default.jpg",1413,1,artist,American,George Inness,American,The Lackawanna Valley,1856,oil on canvas,Gift of Mrs. Huttleston Rogers,Painting
8559,painting,1,West Building,M-064,1,West Main Floor Gallery 64,S,50727,A View of the Mountain Pass Called the Notch of the White Mountains (Crawford Notch),1839,Andrew W. Mellon Fund,Painting,"https://api.nga.gov/iiif/47966446-8944-44fa-9166-be2c68bbc30a/full/!200,200/0/default.jpg",1155,1,artist,American,Thomas Cole,American,A View of the Mountain Pass Called the Notch of the White Mountains (Crawford Notch),1839,oil on canvas,Andrew W. Mellon Fund,Painting
8560,painting,1,West Building,M-064,1,West Main Floor Gallery 64,W,195112,Lake George,after 1851,Corcoran Collection (Gift of Josephine E. Harrison),Painting,"https://api.nga.gov/iiif/016249c7-c3d7-4203-9b7f-decf29692d6d/full/!200,200/0/default.jpg",1106,1,painter,American,John William Casilear,American,Lake George,1851,oil on canvas,Corcoran Collection (Gift of Josephine E. Harrison),Painting
8560,painting,1,West Building,M-064,1,West Main Floor Gallery 64,W,195077,View on the Hudson in Autumn,1850,Corcoran Collection (Gift of William Wilson Corcoran),Painting,"https://api.nga.gov/iiif/a860a56b-d802-47e7-be0e-41d3e8d3d814/full/!200,200/0/default.jpg",1240,1,painter,American,Thomas Doughty,American,View on the Hudson in Autumn,1850,oil on canvas,Corcoran Collection (Gift of William Wilson Corcoran),Painting
8562,painting,1,West Building,M-065,1,West Main Floor Gallery 65,E,81871,Plucked Clean,1882,"Corcoran Collection (Museum Purchase, William A. Clark Fund)",Painting,"https://api.nga.gov/iiif/edd7c0b9-f8ae-4858-80f9-aecad73cb180/full/!200,200/0/default.jpg",1373,1,painter,American,William Michael Harnett,American,Plucked Clean,1882,oil on canvas,"Corcoran Collection (Museum Purchase, William A. Clark Fund)",Painting
8562,painting,1,West Building,M-065,1,West Main Floor Gallery 65,E,166433,The Longshoremen's Noon,1879,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/c38ed386-91a4-4a58-969a-5a7bce3419f0/full/!200,200/0/default.jpg",33238,1,painter,American,John George Brown,American,The Longshoremen's Noon,1879,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8562,painting,1,West Building,M-065,1,West Main Floor Gallery 65,E,175339,A Longshoreman,n.d.,Corcoran Collection (Museum Purchase by exchange: Mr. and Mrs. Ignatius Sargent),Painting,"https://api.nga.gov/iiif/c52c278e-a03a-489b-80d4-918e6ab6dacf/full/!200,200/0/default.jpg",33238,1,painter,American,John George Brown,American,A Longshoreman,1831,oil on canvas,Corcoran Collection (Museum Purchase by exchange: Mr. and Mrs. Ignatius Sargent),Painting
8562,painting,1,West Building,M-065,1,West Main Floor Gallery 65,E,195487,"Slate, Pipe, Tobacco, and Box of Matches",c. 1890/1900,Corcoran Collection (Museum Purchase in honor of Edward J. Nygren),Painting,"https://api.nga.gov/iiif/a77c3d35-7aae-4a53-9e74-223e47494446/full/!200,200/0/default.jpg",42643,1,painter,American,Peter McCallion,American,"Slate, Pipe, Tobacco, and Box of Matches",1890,oil on canvas,Corcoran Collection (Museum Purchase in honor of Edward J. Nygren),Painting
8563,painting,1,West Building,M-065,1,West Main Floor Gallery 65,N,119019,Poor Artist's Cupboard,c. 1815,"Corcoran Collection (Museum Purchase, Gallery Fund and exchange)",Painting,"https://api.nga.gov/iiif/ae58e93b-c26e-449c-889c-f71a7308ed7b/full/!200,200/0/default.jpg",10261,1,painter,American,Charles Bird King,American,Poor Artist's Cupboard,1810,oil on wood,"Corcoran Collection (Museum Purchase, Gallery Fund and exchange)",Painting
8563,painting,1,West Building,M-065,1,West Main Floor Gallery 65,N,195704,Safe Money,1898 or later,Corcoran Collection (Museum Purchase through a gift from the heirs of George E. Lemon),Painting,"https://api.nga.gov/iiif/fcb56b21-0973-406a-bd19-77db41646eba/full/!200,200/0/default.jpg",39001,1,painter,American,Victor Dubreuil,American,Safe Money,1898,oil on canvas,Corcoran Collection (Museum Purchase through a gift from the heirs of George E. Lemon),Painting
8563,painting,1,West Building,M-065,1,West Main Floor Gallery 65,N,79531,The Old Violin,1886,Gift of Mr. and Mrs. Richard Mellon Scaife in honor of Paul Mellon,Painting,"https://api.nga.gov/iiif/e8bb571a-a90d-45fa-8589-cd98b4f952a4/full/!200,200/0/default.jpg",1373,1,painter,American,William Michael Harnett,American,The Old Violin,1886,oil on canvas,Gift of Mr. and Mrs. Richard Mellon Scaife in honor of Paul Mellon,Painting
8564,painting,1,West Building,M-065,1,West Main Floor Gallery 65,S,166481,Waiting for the Stage,1851,"Corcoran Collection (Museum Purchase, Gallery Fund, William A. Clark Fund, and through the gifts of Mr. and Mrs. Lansdell K. Christie and Orme Wilson)",Painting,"https://api.nga.gov/iiif/3f2e5dae-30af-442a-baa4-4541853b756b/full/!200,200/0/default.jpg",15094,1,painter,American,Richard Caton Woodville,American,Waiting for the Stage,1851,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund, William A. Clark Fund, and through the gifts of Mr. and Mrs. Lansdell K. Christie and Orme Wilson)",Painting
8564,painting,1,West Building,M-065,1,West Main Floor Gallery 65,S,174950,"In the Land of Promise, Castle Garden",1884,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/0794483c-b8c5-462c-b2a3-363696c7bad4/full/!200,200/0/default.jpg",41394,1,painter,American,Charles Frederic Ulrich,American,"In the Land of Promise, Castle Garden",1884,oil on wood,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8564,painting,1,West Building,M-065,1,West Main Floor Gallery 65,S,75206,The Jolly Flatboatmen,1846,Patrons' Permanent Fund,Painting,"https://api.nga.gov/iiif/f2c2ef49-269b-4527-98d9-a2a0c09b742e/full/!200,200/0/default.jpg",2380,1,artist,American,George Caleb Bingham,American,The Jolly Flatboatmen,1846,oil on canvas,Patrons' Permanent Fund,Painting
8565,painting,1,West Building,M-065,1,West Main Floor Gallery 65,W,121618,"The Artist Sketching at Mount Desert, Maine",1864-1865,"Gift of Jo Ann and Julian Ganz, Jr. in honor of John Wilmerding",Painting,"https://api.nga.gov/iiif/d721c70d-c45f-491c-a409-43cf241c4a0b/full/!200,200/0/default.jpg",2527,1,painter,American,Sanford Robinson Gifford,American,"The Artist Sketching at Mount Desert, Maine",1864,oil on canvas,"Gift of Jo Ann and Julian Ganz, Jr. in honor of John Wilmerding",Painting
8565,painting,1,West Building,M-065,1,West Main Floor Gallery 65,W,126127,Mississippi Boatman,1850,John Wilmerding Collection,Painting,"https://api.nga.gov/iiif/6985c8d3-954e-44ea-9821-a4809182ae80/full/!200,200/0/default.jpg",2380,1,painter,American,George Caleb Bingham,American,Mississippi Boatman,1850,oil on canvas,John Wilmerding Collection,Painting
8565,painting,1,West Building,M-065,1,West Main Floor Gallery 65,W,126145,Sunlight and Shadow: The Newbury Marshes,c. 1871/1875,John Wilmerding Collection,Painting,"https://api.nga.gov/iiif/0a11bd7a-9993-4e27-939d-dc264bb2cba4/full/!200,200/0/default.jpg",1381,1,painter,American,Martin Johnson Heade,American,Sunlight and Shadow: The Newbury Marshes,1871,oil on canvas,John Wilmerding Collection,Painting
8565,painting,1,West Building,M-065,1,West Main Floor Gallery 65,W,166430,Cottage Scenery,1845,"Corcoran Collection (Museum Purchase, Gallery Fund and Gifts of Charles C. Glover,  Jr., Orme Wilson, and Mr. and Mrs. Lansdell K. Christie)",Painting,"https://api.nga.gov/iiif/cba69cdf-4503-4439-9be3-93706a0f27db/full/!200,200/0/default.jpg",2380,1,painter,American,George Caleb Bingham,American,Cottage Scenery,1845,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund and Gifts of Charles C. Glover,  Jr., Orme Wilson, and Mr. and Mrs. Lansdell K. Christie)",Painting
8571,painting,1,West Building,M-066,1,West Main Floor Gallery 66,W,206066,Portrait of My Grandmother,1922,"Patrons' Permanent Fund, Avalon Fund, and Motley Fund",Painting,"https://api.nga.gov/iiif/54fa40e9-4d71-4a32-9e75-77977152009c/full/!200,200/0/default.jpg",46222,1,artist,American,Archibald John Motley Jr.,American,Portrait of My Grandmother,1922,oil on canvas,"Patrons' Permanent Fund, Avalon Fund, and Motley Fund",Painting
8571,painting,1,West Building,M-066,1,West Main Floor Gallery 66,W,166453,Abraham Lincoln,1860,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/9573ae89-ce7b-4500-b999-990c83b830fe/full/!200,200/0/default.jpg",1382,1,painter,American,George Peter Alexander Healy,American,Abraham Lincoln,1860,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8574,painting,1,West Building,M-067,1,West Main Floor Gallery 67,E,107525,"Siout, Egypt",1874,"New Century Fund, Gift of Joan and David Maxwell",Painting,"https://api.nga.gov/iiif/aa4304ee-6168-4bde-99fd-d3416dd4b527/full/!200,200/0/default.jpg",2527,1,painter,American,Sanford Robinson Gifford,American,"Siout, Egypt",1874,oil on canvas,"New Century Fund, Gift of Joan and David Maxwell",Painting
8574,painting,1,West Building,M-067,1,West Main Floor Gallery 67,E,121547,Ruins of the Parthenon,1880,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/7b29c413-dd42-4cb5-a989-74ec08feb0e4/full/!200,200/0/default.jpg",2527,1,painter,American,Sanford Robinson Gifford,American,Ruins of the Parthenon,1880,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8575,painting,1,West Building,M-067,1,West Main Floor Gallery 67,N,50299,El Rio de Luz (The River of Light),1877,Gift of the Avalon Foundation,Painting,"https://api.nga.gov/iiif/9d96691b-10b2-44c9-8670-a642e0cd9ce2/full/!200,200/0/default.jpg",1138,1,painter,American,Frederic Edwin Church,American,El Rio de Luz (The River of Light),1877,oil on canvas,Gift of the Avalon Foundation,Painting
8575,painting,1,West Building,M-067,1,West Main Floor Gallery 67,N,70987,Natural Arch at Capri,1871,"Gift of Guest Services, Inc., in Honor of the 50th Anniversary of the National Gallery of Art",Painting,"https://api.nga.gov/iiif/87b960fb-4699-4e53-9964-f5ce5808f936/full/!200,200/0/default.jpg",1377,1,artist,American,William Stanley Haseltine,American,Natural Arch at Capri,1871,oil on canvas,"Gift of Guest Services, Inc., in Honor of the 50th Anniversary of the National Gallery of Art",Painting
8575,painting,1,West Building,M-067,1,West Main Floor Gallery 67,N,166427,Buffalo Trail: The Impending Storm,1869,"Corcoran Collection (Museum Purchase, through the gift of Mr. and Mrs. Lansdell K. Christie)",Painting,"https://api.nga.gov/iiif/8681fef5-68c8-4449-9a71-4722f0bc2899/full/!200,200/0/default.jpg",6707,1,painter,American,Albert Bierstadt,American,Buffalo Trail: The Impending Storm,1869,oil on canvas,"Corcoran Collection (Museum Purchase, through the gift of Mr. and Mrs. Lansdell K. Christie)",Painting
8575,painting,1,West Building,M-067,1,West Main Floor Gallery 67,N,178026,View on the Genesee near Mount Morris,1857,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting,"https://api.nga.gov/iiif/fbeae8d8-16ff-4796-b7df-0d4474f1fbba/full/!200,200/0/default.jpg",1434,1,painter,American,John Frederick Kensett,American,View on the Genesee near Mount Morris,1857,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)",Painting
8575,painting,1,West Building,M-067,1,West Main Floor Gallery 67,N,82648,"Green River Cliffs, Wyoming",1881,Gift of the Milligan and Thomson Families,Painting,"https://api.nga.gov/iiif/d03eb796-1bff-4221-99a7-58d139d3ec96/full/!200,200/0/default.jpg",1730,1,artist,American,Thomas Moran,American,"Green River Cliffs, Wyoming",1881,oil on canvas,Gift of the Milligan and Thomson Families,Painting
8576,painting,1,West Building,M-067,1,West Main Floor Gallery 67,S,42389,"Beacon Rock, Newport Harbor",1857,"Gift of Frederick Sturges, Jr.",Painting,"https://api.nga.gov/iiif/c31769b8-f5f8-41bd-b204-1e838690c219/full/!200,200/0/default.jpg",1434,1,artist,American,John Frederick Kensett,American,"Beacon Rock, Newport Harbor",1857,oil on canvas,"Gift of Frederick Sturges, Jr.",Painting
